opentime,symbol,open,high,low,close,volume,tradenum,volume_imbalance,spread,liquidity_imbalance,max_bid_size,max_ask_size,max_bid_price,max_ask_price,bid_vwap,ask_vwap,mid_price,imbalance_level_5,imbalance_level_10
2023-10-07 23:29:00+00:00,MKRUSDT,1394.0,1394.0,1394.0,1394.0,2.0621,4,0.2583122298257451,0.0007074637424831,-0.6727187646233037,109.5761,57.4577,1381.0,1416.0,1396.934864478868,1420.886176829585,1413.5,-0.1594230687972537,-0.0038989132856644
2023-10-07 23:29:00+00:00,LTCUSDT,65.13,65.13,65.12,65.13,40.458,16,0.0888027061014592,0.0001527067267311,0.87761297834598,1529.071,1728.597,65.26,65.66,65.31915632983274,65.60399925095356,65.485,-0.1383331662725998,-0.08729509656835
2023-10-07 23:29:00+00:00,BTCUSDT,27885.58,27885.59,27875.5,27875.5,7.35832,597,0.4728606487383901,3.577599290776462e-07,0.5410952998955498,10.09936,3.00737,27951.7,27951.71,27951.505089775,27951.89725821113,27951.705,0.5311413633125489,0.487445694734487
2023-10-07 23:29:00+00:00,BNBUSDT,211.6,211.7,211.6,211.7,11.058,25,0.2176049396726919,0.0004713646005184,-0.0552526060148709,2700.528,852.62,209.6,212.4,210.32828975725863,214.006547528186,212.15,-0.0665268799665319,0.0014117956448872
2023-10-07 23:29:00+00:00,AVAXUSDT,10.32,10.33,10.31,10.32,3050.96,60,0.3029138951207673,0.0009657170449058,0.981182104040106,8909.28,11769.26,10.0,10.37,10.170378939815508,10.525313699436255,10.355,0.0323796596082646,0.147833651687004
2023-10-07 23:29:00+00:00,ADAUSDT,0.2569,0.2569,0.2569,0.2569,5928.1,7,0.2176564480571124,0.0003869220352098,-0.2506859696344108,344890.2,333416.1,0.2581,0.2593,0.2569462862678254,0.2595183524363407,0.25845,-0.0377111498660411,0.0915971357579853
2023-10-07 23:29:00+00:00,DOGEUSDT,0.06115,0.06115,0.06114,0.06115,11229.0,7,0.0825933089546063,0.0001628001628,0.7621931681606561,3544426.0,3833793.0,0.06121,0.06162,0.0612458568665507,0.0615744484987087,0.061425,0.0156780200567577,-0.1386080824300046
2023-10-07 23:29:00+00:00,ETHUSDT,1631.13,1631.13,1630.51,1630.52,37.2604,226,0.5902802718687914,6.114282045710927e-06,0.9417836780627122,137.9514,13.4673,1635.51,1635.73,1635.3713121171693,1635.849039266504,1635.515,0.952600270861548,0.8362969124217865
2023-10-07 23:30:00+00:00,LTCUSDT,65.13,65.14,65.12,65.14,128.499,36,0.0947687038934197,0.0001527067267311,0.7243168669011172,1529.071,1728.597,65.26,65.66,65.32640704819923,65.61289994713465,65.485,0.1925158213824017,0.0829910712610276
2023-10-07 23:30:00+00:00,XLMUSDT,0.1108,0.1108,0.1107,0.1107,6048.0,4,0.1158648492954827,0.0009004952723998,-0.6327237768169737,1039397.0,1036571.0,0.1107,0.1112,0.1102865726040056,0.1121663478545619,0.11105,0.0983282866441306,0.2112601917618593
2023-10-07 23:30:00+00:00,TRXUSDT,0.08765,0.08766,0.08765,0.08765,40514.0,22,0.1381083739608724,0.0001134494299167,-0.525544016415934,727335.2,693386.2,0.08784,0.08841,0.0879386031043282,0.0883238062117679,0.088145,-0.0035538163820235,-0.0842970405114251
2023-10-07 23:30:00+00:00,SOLUSDT,23.19,23.2,23.18,23.2,304.84,21,-0.0482871006771269,0.0004296455424275,-0.0133742950624411,15955.16,34698.94,23.14,23.36,23.101212211864706,23.403195826265467,23.275,-0.3439167146518133,-0.3086488413467927
2023-10-07 23:30:00+00:00,MKRUSDT,1394.0,1394.0,1394.0,1394.0,0.1927,3,0.3609569546236747,0.0007079646017699,0.8134143421912507,110.506,49.9866,1363.0,1415.0,1390.6603127667092,1420.9313394288208,1412.5,0.0292231161726833,0.0169513208980333
2023-10-07 23:30:00+00:00,ETHUSDT,1630.51,1630.75,1630.51,1630.75,60.8385,177,-0.1216299649562308,6.11327283230431e-06,-0.9325990887034736,110.5592,204.1187,1635.35,1635.79,1635.4505233803336,1635.9176864107558,1635.785,-0.8742569135504705,-0.7303250422356541
2023-10-07 23:30:00+00:00,BTCUSDT,27875.5,27883.27,27875.5,27883.27,8.30502,503,-0.5905920918073788,3.576779049087999e-07,-0.7958168849062603,1.40635,12.36903,27958.11,27958.12,27957.594606557464,27958.241418804235,27958.115,-0.7709884573009375,-0.705858504888405
2023-10-07 23:30:00+00:00,BNBUSDT,211.7,211.7,211.6,211.6,15.227,22,0.2126060356370971,0.0004713646005184,-0.1282114610846209,2700.528,865.486,209.6,212.3,210.32802351255657,213.99023333312243,212.15,-0.0790612290665089,-0.0091490207188177
2023-10-07 23:30:00+00:00,AVAXUSDT,10.32,10.32,10.32,10.32,5.89,2,0.2496849213634339,0.0009657170449058,0.109161689753291,8905.93,13456.67,10.0,10.37,10.166143392087903,10.511474832036813,10.355,-0.0850185863461362,0.0509741853367263
2023-10-07 23:30:00+00:00,ADAUSDT,0.2569,0.2571,0.2568,0.257,30169.5,34,0.2035106282684468,0.0003870718018194,0.7988076609062457,406742.3,387179.4,0.2577,0.2588,0.2569215904024101,0.259474976136191,0.2583499999999999,-0.014130133324609,0.0770519817466588
2023-10-07 23:30:00+00:00,DOGEUSDT,0.06114,0.06114,0.06114,0.06114,80408.0,10,0.0876469193562462,0.0001627736632213,0.071252925812013,3544426.0,3833793.0,0.06121,0.06162,0.0612474598811454,0.0615766735136123,0.061435,-0.1976790936621803,-0.1862252657544057
2023-10-07 23:31:00+00:00,XLMUSDT,0.1107,0.1107,0.1107,0.1107,4382.0,6,0.111892304365392,0.0009004952723998,-0.6290812017615606,995993.0,1048461.0,0.1107,0.1112,0.1102833957199825,0.1121634847120192,0.11105,0.0916713031042634,0.2059488767219354
2023-10-07 23:31:00+00:00,TRXUSDT,0.08766,0.08767,0.08766,0.08766,85751.3,31,0.1073778571017505,0.00011346230215,-0.3424323974877277,727335.2,693386.2,0.08784,0.08841,0.0879287570061546,0.0883138708531353,0.0881349999999999,-0.0383308930193195,0.0625476760094049
2023-10-07 23:31:00+00:00,SOLUSDT,23.2,23.21,23.2,23.21,785.75,27,-0.0430550171022646,0.0004294610264117,-0.3540153813156846,15955.16,35482.19,23.14,23.36,23.10506069249637,23.41021383856455,23.285,-0.2176938851334183,-0.3057927261887537
2023-10-07 23:31:00+00:00,MKRUSDT,1394.0,1394.0,1394.0,1394.0,0.8048,7,0.3153324105785799,0.0007079646017699,-0.8429398979765245,110.506,48.7164,1363.0,1415.0,1390.0633998029334,1420.2901948254482,1412.5,-0.1003022966235382,-0.0604386455096938
2023-10-07 23:31:00+00:00,LTCUSDT,65.15,65.18,65.14,65.17,69.085,25,0.1096174712823557,0.0001526368007325,0.1435906803052443,1529.071,1717.581,65.26,65.66,65.3445274622243,65.64083870679426,65.515,-0.0837582183673672,-0.0051310961709225
2023-10-07 23:31:00+00:00,ETHUSDT,1630.75,1631.08,1630.74,1631.08,52.6669,191,0.6172856374998416,6.114244661494569e-06,0.8639029246599758,151.3697,24.5009,1635.52,1636.07,1635.2998652593174,1635.839668355626,1635.525,0.7738437429034957,0.742457178354022
2023-10-07 23:31:00+00:00,BTCUSDT,27883.27,27890.48,27883.26,27890.47,9.75211,475,-0.4557226675481371,3.576780329724518e-07,-0.3735175155960787,3.6554,8.0142,27958.1,27958.11,27957.99620300855,27958.265941290992,27958.105,-0.4606826054887861,-0.4283325680409076
2023-10-07 23:31:00+00:00,BNBUSDT,211.6,211.7,211.6,211.7,43.251,28,0.2103377868092393,0.0004713646005184,-0.1081253531193022,2687.028,943.652,209.6,212.3,210.3318655163941,213.97784229198567,212.15,-0.0898614317185443,-0.0134051117425627
2023-10-07 23:31:00+00:00,AVAXUSDT,10.33,10.33,10.33,10.33,1017.74,25,0.2586778730503623,0.0009647853352628,-0.6899550424810453,9392.06,10437.65,10.35,10.39,10.19024494320006,10.52572034946352,10.364999999999998,-0.0930339284279777,0.1067639655674506
2023-10-07 23:31:00+00:00,ADAUSDT,0.257,0.257,0.257,0.257,105.7,1,0.1983876902647686,0.0003870718018194,0.8630049717261806,407130.3,387179.4,0.2577,0.2588,0.256906222342436,0.2594774300384567,0.2583499999999999,-0.0240108125312846,0.0660028647295072
2023-10-07 23:31:00+00:00,DOGEUSDT,0.06115,0.06115,0.06114,0.06115,220258.0,11,0.1037352187211505,0.0001627471722678,0.7172307253489463,3544426.0,3807400.0,0.06121,0.06162,0.0612541657088061,0.0615921021849827,0.061445,0.0657352777857326,0.0832231318657257
2023-10-07 23:32:00+00:00,LTCUSDT,65.18,65.18,65.17,65.17,14.794,15,0.093308938119387,0.0001526368007325,0.905773148633311,1526.283,1711.59,65.26,65.66,65.34622270420475,65.64102669918907,65.515,-0.0406714724322895,-0.0464198951547134
2023-10-07 23:32:00+00:00,TRXUSDT,0.08767,0.08767,0.08766,0.08766,11742.9,11,0.1281030284060064,0.0001134751773049,0.2147019491272926,704640.2,693386.2,0.08784,0.08841,0.0879265425970896,0.0883103638090554,0.088125,0.2079259897512856,0.2266258962485991
2023-10-07 23:32:00+00:00,SOLUSDT,23.21,23.21,23.2,23.21,67.25,6,-0.0383330848740434,0.0004294610264117,-0.2389137812814,15955.16,34794.94,23.14,23.36,23.10615639063972,23.410409295289167,23.285,-0.2072137315041741,-0.293370549723373
2023-10-07 23:32:00+00:00,MKRUSDT,1395.0,1395.0,1395.0,1395.0,0.8357,5,0.3204422714714277,0.0007079646017699,-0.7537142495570742,110.506,48.3499,1363.0,1418.0,1390.431809630723,1420.2488967615675,1412.5,-0.0603576856420856,-0.0410726241695191
2023-10-07 23:32:00+00:00,ETHUSDT,1631.07,1631.39,1631.07,1631.39,53.6949,151,0.4811665236208249,6.113235460428052e-06,0.9841085177708572,168.415,24.455,1635.79,1636.09,1635.6827694582284,1636.0836997885383,1635.795,0.9872064545303944,0.7919254658385094
2023-10-07 23:32:00+00:00,XLMUSDT,0.1107,0.1107,0.1107,0.1107,0.0,0,0.1163017598777885,0.0009004952723998,-0.4770857713223652,996160.0,982375.0,0.1107,0.1114,0.1102826642441576,0.1121899267293511,0.11105,0.0969592023299017,0.2105553648381553
2023-10-07 23:32:00+00:00,BTCUSDT,27890.48,27892.32,27890.47,27892.31,8.24496,287,0.315770708300435,3.576780329724518e-07,0.4816880269180276,8.47024,2.96299,27958.1,27958.11,27958.02637629204,27958.25027024468,27958.105,0.353752276809531,0.3185098965636516
2023-10-07 23:32:00+00:00,ADAUSDT,0.257,0.2571,0.257,0.2571,2379.2,6,0.2145555185323007,0.0003869220352098,0.3482180962524078,355792.0,356153.5,0.258,0.2588,0.2569438522873775,0.2595043941290916,0.25845,-0.0487005746533684,0.0844337000058625
2023-10-07 23:32:00+00:00,DOGEUSDT,0.06115,0.06115,0.06114,0.06114,538581.0,35,0.1081404116747906,0.0001627471722678,0.792452957670349,3544426.0,3807400.0,0.06121,0.06162,0.0612566376730505,0.0615918023158006,0.061445,0.0557892875684575,0.1482725791646401
2023-10-07 23:32:00+00:00,BNBUSDT,211.7,211.7,211.6,211.6,369.907,71,0.2084803028243483,0.0004713646005184,-0.1144489300151558,2687.41,914.054,209.6,212.3,210.32859591358869,213.97597683097467,212.15,-0.1012894949041617,-0.0185121331608058
2023-10-07 23:32:00+00:00,AVAXUSDT,10.32,10.33,10.31,10.32,531.89,20,0.3002331223831649,0.0009647853352628,0.3308964477598778,10637.65,8231.0,10.35,10.39,10.194274525187756,10.538487430873449,10.364999999999998,0.0085224882886105,0.1867814225227708
2023-10-07 23:33:00+00:00,ADAUSDT,0.2571,0.2572,0.257,0.2571,5184.6,16,0.2172632326379152,0.0003869220352098,0.7649584912711548,344577.4,379624.1,0.2581,0.2588,0.2569627108249421,0.2595065049885067,0.25845,-0.0221479968959639,0.1001665966031804
2023-10-07 23:33:00+00:00,AVAXUSDT,10.32,10.32,10.31,10.32,655.0,21,0.2402017744189815,0.0009647853352628,0.6431271054905088,8905.93,11478.0,10.0,10.38,10.18993754928537,10.52580287665609,10.364999999999998,-0.0466357423988248,0.066445164696224
2023-10-07 23:33:00+00:00,BNBUSDT,211.7,211.7,211.6,211.6,17.131,26,0.2157464970251992,0.0004713646005184,-0.0819408146814296,2687.41,952.824,209.6,212.3,210.3368330747957,213.9895101625179,212.15,-0.0827149274630024,0.0003983078175132
2023-10-07 23:33:00+00:00,BTCUSDT,27892.32,27893.3,27892.31,27893.3,2.71031,232,0.6875789416112665,3.576780329724518e-07,0.8731226712834438,10.84627,0.73468,27958.1,27958.11,27957.952943775552,27958.369624492603,27958.105,0.7918312517382875,0.7711049286432974
2023-10-07 23:33:00+00:00,DOGEUSDT,0.06113,0.06113,0.06111,0.06111,141876.0,19,0.1094798331518227,0.0001627206899357,0.174462345423553,3544426.0,3807400.0,0.06121,0.06162,0.0612577854859278,0.0615939808935942,0.0614549999999999,-0.1212412862895118,-0.0898851231456636
2023-10-07 23:33:00+00:00,ETHUSDT,1631.39,1631.39,1631.27,1631.28,55.5461,178,0.2435182039474605,6.112637572543808e-06,0.016042152685483,91.7007,88.805,1635.95,1635.96,1635.780136129973,1636.110210051929,1635.955,0.0385180557122147,0.0819523861358878
2023-10-07 23:33:00+00:00,MKRUSDT,1394.0,1394.0,1394.0,1394.0,0.0314,1,0.3384200828772405,0.0007079646017699,0.0263479753112171,110.506,57.1739,1363.0,1415.0,1390.5860812849064,1420.655399229193,1412.5,-0.0152679844904606,-0.010149479057878
2023-10-07 23:33:00+00:00,SOLUSDT,23.21,23.21,23.18,23.18,1378.85,63,-0.0558532264068142,0.0004296455424275,-0.0875843730824299,15955.16,35706.3,23.14,23.36,23.10201457956901,23.406365713978047,23.275,-0.1097219127527374,-0.320801655638297
2023-10-07 23:33:00+00:00,TRXUSDT,0.08766,0.08767,0.08766,0.08767,11048.5,12,0.0811673471862771,0.0001134751773049,-0.9724341251371728,727335.2,693386.2,0.08784,0.08841,0.0879205661681215,0.0883031615938463,0.088125,-0.1126827949458479,0.098902966777356
2023-10-07 23:33:00+00:00,XLMUSDT,0.1107,0.1107,0.1107,0.1107,50713.0,20,0.1284049405889766,0.0009004952723998,0.9262404027322696,962434.0,1002281.0,0.1107,0.1114,0.1102859744259895,0.1122290036113576,0.11105,0.1170715565367265,0.2299917069726083
2023-10-07 23:33:00+00:00,LTCUSDT,65.18,65.18,65.17,65.17,17.19,16,0.1002956510198126,0.0001526368007325,0.9097617847777996,1526.283,1715.59,65.26,65.66,65.34852221514399,65.64244591242031,65.515,-0.0429929954742248,-0.0185618905523718
2023-10-07 23:34:00+00:00,MKRUSDT,1395.0,1395.0,1395.0,1395.0,0.5038,3,0.2751710268830792,0.0007089684509039,-0.013987700829375,110.506,52.3359,1363.0,1416.0,1389.6492795583945,1418.8552630055397,1410.5,0.0202143477479197,-0.0414897995233395
2023-10-07 23:34:00+00:00,TRXUSDT,0.08767,0.08767,0.08765,0.08765,67247.3,30,0.0520043891832501,0.0001135395969345,-0.221610067715108,718300.3,671294.2,0.08784,0.08841,0.0878902444134674,0.0882704386510832,0.088075,-0.2669426491785118,0.0460489494681234
2023-10-07 23:34:00+00:00,SOLUSDT,23.18,23.18,23.17,23.17,192.87,21,-0.0559137769616096,0.0004300150505268,-0.0616940483713766,15955.47,34698.94,23.14,23.36,23.089771003768867,23.39223293094608,23.255000000000003,-0.1402967618615045,0.036223258591646
